synthetic_example,system,trial_id,provider,model,llm_requests,input_tokens,output_tokens,api_cost_usd,input_price_usd_per_million,output_price_usd_per_million,pricing_basis,notes
True,A2 No gate,A2-convolution_1d-s00,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,18610,2663,0.014946,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-convolution_1d-s01,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,18630,2669,0.014965,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-convolution_1d-s02,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,18650,2675,0.014984,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-convolution_1d-s03,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,18670,2681,0.015003,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-convolution_1d-s04,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,18690,2687,0.015022,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-convolution_1d-s05,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,18710,2693,0.015042,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-convolution_1d-s06,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,18730,2699,0.015061,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-convolution_1d-s07,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,18750,2705,0.01508,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-convolution_1d-s08,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,18770,2711,0.015099,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-convolution_1d-s09,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,18790,2717,0.015118,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-fft8-s00,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,18810,2723,0.015138,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-fft8-s01,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,18830,2729,0.015157,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-fft8-s02,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,18850,2735,0.015176,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-fft8-s03,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,18870,2741,0.015195,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-fft8-s04,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,18890,2747,0.015214,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-fft8-s05,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,18910,2753,0.015234,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-fft8-s06,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,18930,2759,0.015253,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-fft8-s07,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,18950,2765,0.015272,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-fft8-s08,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,18970,2771,0.015291,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-fft8-s09,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,18990,2777,0.01531,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-sobel_3x3-s00,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,19010,2783,0.01533,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-sobel_3x3-s01,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,19030,2789,0.015349,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-sobel_3x3-s02,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,19050,2795,0.015368,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-sobel_3x3-s03,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,19070,2801,0.015387,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-sobel_3x3-s04,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,19090,2807,0.015406,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-sobel_3x3-s05,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,19110,2813,0.015426,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-sobel_3x3-s06,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,19130,2819,0.015445,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-sobel_3x3-s07,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,19150,2825,0.015464,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-sobel_3x3-s08,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,19170,2831,0.015483,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-sobel_3x3-s09,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,19190,2837,0.015502,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-crc32_stream-s00,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,19210,2843,0.015522,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-crc32_stream-s01,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,19230,2849,0.015541,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-crc32_stream-s02,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,19250,2855,0.01556,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-crc32_stream-s03,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,19270,2861,0.015579,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-crc32_stream-s04,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,19290,2867,0.015598,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-crc32_stream-s05,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,19310,2873,0.015618,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-crc32_stream-s06,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,19330,2879,0.015637,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-crc32_stream-s07,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,19350,2885,0.015656,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-crc32_stream-s08,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,19370,2891,0.015675,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A2 No gate,A2-crc32_stream-s09,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,19390,2897,0.015694,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-vector_add-s00,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,17410,2303,0.013794,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-vector_add-s01,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,17430,2309,0.013813,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-vector_add-s02,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,17450,2315,0.013832,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-vector_add-s03,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,17470,2321,0.013851,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-vector_add-s04,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,17490,2327,0.01387,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-vector_add-s05,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,17510,2333,0.01389,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-vector_add-s06,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,17530,2339,0.013909,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-vector_add-s07,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,17550,2345,0.013928,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-vector_add-s08,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,17570,2351,0.013947,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-vector_add-s09,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,17590,2357,0.013966,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-axpy-s00,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,17610,2363,0.013986,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-axpy-s01,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,17630,2369,0.014005,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-axpy-s02,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,17650,2375,0.014024,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-axpy-s03,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,17670,2381,0.014043,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-axpy-s04,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,17690,2387,0.014062,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-axpy-s05,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,17710,2393,0.014082,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-axpy-s06,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,17730,2399,0.014101,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-axpy-s07,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,17750,2405,0.01412,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-axpy-s08,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,17770,2411,0.014139,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-axpy-s09,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,17790,2417,0.014158,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-fir16-s00,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,17810,2423,0.014178,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-fir16-s01,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,17830,2429,0.014197,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-fir16-s02,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,17850,2435,0.014216,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-fir16-s03,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,17870,2441,0.014235,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-fir16-s04,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,17890,2447,0.014254,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-fir16-s05,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,17910,2453,0.014274,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-fir16-s06,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,17930,2459,0.014293,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-fir16-s07,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,17950,2465,0.014312,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-fir16-s08,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,17970,2471,0.014331,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-fir16-s09,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,17990,2477,0.01435,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-moving_average-s00,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,18010,2483,0.01437,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-moving_average-s01,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,18030,2489,0.014389,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-moving_average-s02,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,18050,2495,0.014408,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-moving_average-s03,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,18070,2501,0.014427,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-moving_average-s04,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,18090,2507,0.014446,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-moving_average-s05,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,18110,2513,0.014466,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-moving_average-s06,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,18130,2519,0.014485,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-moving_average-s07,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,18150,2525,0.014504,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-moving_average-s08,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,18170,2531,0.014523,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-moving_average-s09,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,18190,2537,0.014542,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-dot_product-s00,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,18210,2543,0.014562,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-dot_product-s01,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,18230,2549,0.014581,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-dot_product-s02,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,18250,2555,0.0146,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-dot_product-s03,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,18270,2561,0.014619,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-dot_product-s04,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,7,18290,2567,0.014638,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-dot_product-s05,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,8,18310,2573,0.014658,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
True,A3 Fixed order,A3-dot_product-s06,OpenRouter,qwen/qwen-2.5-coder-32b-instruct,6,18330,2579,0.014677,0.66,1.0,SYNTHETIC EXAMPLE ASSUMPTION - REPLACE WITH PROVIDER INVOICE,SYNTHETIC DEMONSTRATION ROW - NOT AN EXPERIMENTAL OBSERVATION
